FrameId	Locus	GeneSymbol	ProductName	GenbankAccession.version	Entrez	UniprotAccession	UniprotName
G18UU-18788-MONOMER	PP_1482	ydcV	polyamine ABC transporter, permease protein	AAN67104.1	24982954	Q88MT6	Q88MT6_PSEPK
G18UU-18724-MONOMER	PP_1418	PP_1418	putative Tricarboxylate transport protein TctC	AAN67040.1	24982884	Q88N00	Q88N00_PSEPK
G18UU-18723-MONOMER	PP_1417	PP_1417	putative Tricarboxylate transport protein TctB	AAN67039.1	24982882	Q88N01	Q88N01_PSEPK
G18UU-18722-MONOMER	PP_1416	PP_1416	putative Tricarboxylate transport protein TctA	AAN67038.1	24982881	Q88N02	Q88N02_PSEPK
G18UU-18711-MONOMER	PP_1407	PP_1407	Sulfate transporter	AAN67030.1	24982872	Q88N09	Q88N09_PSEPK
G18UU-18706-MONOMER	PP_1402	dctB	C4-dicarboxylate transport sensor protein	AAN67025.1	24982867	Q88N14	Q88N14_PSEPK
G18UU-18704-MONOMER	PP_1400	kgtP	Alpha-ketoglutarate permease	AAN67023.1	24982864	Q88N16	Q88N16_PSEPK
G18UU-18682-MONOMER	PP_1378	pcaT	alpha-ketoglutarate permease	AAN67001.1	24982840	Q88N38	Q88N38_PSEPK
G18UU-18680-MONOMER	PP_1376	pcaK	4-hydroxybenzoate transporter	AAN66999.1	24982838	Q88N40	Q88N40_PSEPK
G18UU-18677-MONOMER	PP_1373	pitB	phosphate transporter	AAN66996.1	24982835	Q88N43	Q88N43_PSEPK
G18UU-18601-MONOMER	PP_1300	yhdZ	putative amino acid ABC transporter - ATP-binding subunit	AAN66924.1	24982755	Q88NB2	Q88NB2_PSEPK
G18UU-18600-MONOMER	PP_1299	yhdY	putative amino acid ABC transporter - membrane subunit	AAN66923.1	24982754	Q88NB3	Q88NB3_PSEPK
G18UU-18599-MONOMER	PP_1298	yhdX	putative amino acid ABC transporter - permease subunit	AAN66922.1	24982753	Q88NB4	Q88NB4_PSEPK
G18UU-18598-MONOMER	PP_1297	yhdW	putative amino-acid ABC transporter-binding protein YhdW	AAN66921.1	24982752	Q88NB5	Q88NB5_PSEPK
G18UU-18560-MONOMER	PP_1259	yveA	Aspartate-proton symporter	AAN66883.1	24982710	Q88NF2	Q88NF2_PSEPK
G18UU-18529-MONOMER	PP_1229	puuP	putrescine permease	AAN66853.1	24982677	Q88NI0	Q88NI0_PSEPK
G18UU-18484-MONOMER	PP_1188	dctA-I	C4-dicarboxylate transport protein	AAN66812.1	24982633	Q88NL9	DCTA_PSEPK
G18UU-18467-MONOMER	PP_1169	dctP	TRAP dicarboxylate transporter, DctP subunit	AAN66793.1	24982612	Q88NN8	Q88NN8_PSEPK
G18UU-18466-MONOMER	PP_1168	PP_1168	putative TRAP dicarboxylate transporter, DctQ subunit	AAN66792.1	24982611	Q88NN9	Q88NN9_PSEPK
G18UU-18465-MONOMER	PP_1167	PP_1167	putative TRAP dicarboxylate transporter, DctM subunit	AAN66791.1	24982610	Q88NP0	Q88NP0_PSEPK
G18UU-18435-MONOMER	PP_1141	livK	branched-chain amino acids ABC transporter - periplasmic leucine binding subunit	AAN66766.1	24982582	Q88NR4	Q88NR4_PSEPK
G18UU-18434-MONOMER	PP_1140	livH	branched chain amino acid transporter - permease subunit	AAN66765.1	24982580	Q88NR5	Q88NR5_PSEPK
G18UU-18433-MONOMER	PP_1139	livM	branched chain amino acid transporter - permease subunit	AAN66764.1	24982579	Q88NR6	Q88NR6_PSEPK
G18UU-18432-MONOMER	PP_1138	livG	branched chain amino acid transporter - ATP binding subunit	AAN66763.1	24982578	Q88NR7	Q88NR7_PSEPK
G18UU-18431-MONOMER	PP_1137	livF-I	high-affinity branched-chain amino acid transporter, ATP binding	AAN66762.1	24982577	Q88NR8	Q88NR8_PSEPK
G18UU-18348-MONOMER	PP_1059	ytnA	Uncharacterized amino acid permease YtnA	AAN66684.1	24982491	Q88NZ4	Q88NZ4_PSEPK
G18UU-18330-MONOMER	PP_1041	tatA-I	twin arginine protein export complex subunit	AAN66666.1	24982471	Q88P12	Q88P12_PSEPK
G18UU-18306-MONOMER	PP_1017	gtsC	mannose/glucose ABC transporter, permease protein	AAN66642.1	24982445	Q88P36	Q88P36_PSEPK
G18UU-18305-MONOMER	PP_1016	gtsB	mannose/glucose ABC transporter, permease protein	AAN66641.1	24982444	Q88P37	Q88P37_PSEPK
G18UU-18304-MONOMER	PP_1015	gtsA	mannose/glucose ABC transporter, glucose-binding periplasmic protein	AAN66640.1	24982442	Q88P38	Q88P38_PSEPK
G18UU-18292-MONOMER	PP_1003	arcD-II	arginine/ornithine antiporter	AAN66628.1	24982429	Q88P50	Q88P50_PSEPK
G18UU-18291-MONOMER	PP_1002	arcD-I	arginine/ornithine antiporter	AAN66627.1	24982428	Q88P51	Q88P51_PSEPK
G18UU-18285-MONOMER	PP_0996	gltS	glutamate:sodium symporter	AAN66621.1	24982421	Q88P57	Q88P57_PSEPK
G18UU-18260-MONOMER	PP_0970	PP_0970	Cyanate MFS transporter	AAN66595.1	24982393	Q88P83	Q88P83_PSEPK
G18UU-18250-MONOMER	PP_0960	mlaD	phospholipid ABC transporter binding protein	AAN66585.1	24982382	Q88P92	Q88P92_PSEPK
G18UU-18249-MONOMER	PP_0959	mlaE	phospholipid ABC transporter	AAN66584.1	24982381	Q88P93	Q88P93_PSEPK
G18UU-18248-MONOMER	PP_0958	mlaF	phospholipid ABC transporter ATP-binding subunit	AAN66583.1	24982380	Q88P94	Q88P94_PSEPK
G18UU-18243-MONOMER	PP_0953	lptB	lipopolysaccharide ABC transporter, subunit LptB	AAN66578.1	24982375	Q88P99	Q88P99_PSEPK
G18UU-18217-MONOMER	PP_0927	aroP-I	aromatic amino acid transport protein	AAN66552.1	24982346	Q88PC3	Q88PC3_PSEPK
G18UU-18206-MONOMER	PP_0916	PP_0916	Amino acid transporter LysE	AAN66541.1	24982334	Q88PD4	Q88PD4_PSEPK
G18UU-18162-MONOMER	PP_0871	PP_0871	putative Glycine betaine/carnitine/choline ABC transporter, permease protein	AAN66496.1	24982285	Q88PH9	Q88PH9_PSEPK
G18UU-18161-MONOMER	PP_0870	PP_0870	putative Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein	AAN66495.1	24982284	Q88PI0	Q88PI0_PSEPK
G18UU-18117-MONOMER	PP_0827	ptxC	putative phosphonate transport system permease protein PtxC	AAN66452.1	24982237	Q88PM3	Q88PM3_PSEPK
G18UU-18116-MONOMER	PP_0826	phnE	phosphonate ABC transporter, permease protein	AAN66451.1	24982236	Q88PM4	Q88PM4_PSEPK
G18UU-18115-MONOMER	PP_0825	phnC	phosphonates import ATP-binding protein	AAN66450.1	24982235	Q88PM5	PHNC_PSEPK
G18UU-18114-MONOMER	PP_0824	ptxB	phosphonate transport system-binding protein	AAN66449.1	24982234	Q88PM6	Q88PM6_PSEPK
G18UU-18085-MONOMER	PP_0795	fruA	fructose PTS permease - IIBC component	AAN66420.1	24982200	Q88PQ3	Q88PQ3_PSEPK
G18UU-18075-MONOMER	PP_0785	cysZ	putative cysZ protein, required for sulfate transport	AAN66410.1	24982189	Q88PR3	Q88PR3_PSEPK
G18UU-18036-MONOMER	PP_0745	uraA	putative uracil permease	AAN66370.1	24982146	Q88PV3	Q88PV3_PSEPK
G18UU-18008-MONOMER	PP_0718	PP_0718	Sulfate transporter	AAN66343.1	24982116	Q88PY0	Q88PY0_PSEPK
G18UU-18003-MONOMER	PP_0713	kefB-I	Kef-type potassium/proton antiporter, CPA2 family	AAN66338.1	24982111	Q88PY5	Q88PY5_PSEPK
G18UU-17999-MONOMER	PP_0709	PP_0709	Transporter, NCS1 nucleoside transporter family	AAN66334.1	24982107	Q88PY9	Q88PY9_PSEPK
G18UU-17991-MONOMER	PP_0701	fsr-I	fosmidomycin efflux system	AAN66326.1	24982098	Q88PZ7	Q88PZ7_PSEPK
G18UU-17958-MONOMER	PP_0670	PP_0670	Transporter, bile acid/Na+ symporter family	AAN66295.1	24982064	Q88Q28	Q88Q28_PSEPK
G18UU-17948-MONOMER	PP_0660	mmuP	S-methyl-L-methionine transporter	AAN66285.1	24982053	Q88Q38	Q88Q38_PSEPK
G18UU-17945-MONOMER	PP_0657	PP_0657	putative Amino acid ABC transporter, periplasmic amino acid-binding protein	AAN66282.1	24982049	Q88Q41	Q88Q41_PSEPK
G18UU-17944-MONOMER	PP_0656	PP_0656	putative Amino acid ABC transporter, permease protein	AAN66281.1	24982048	Q88Q42	Q88Q42_PSEPK
G18UU-17939-MONOMER	PP_0652	PP_0652	Gluconate transporter	AAN66277.1	24982044	Q88Q46	Q88Q46_PSEPK
G18UU-17893-MONOMER	PP_0619	PP_0619	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	AAN66245.1	24982008	Q88Q76	Q88Q76_PSEPK
G18UU-17892-MONOMER	PP_0618	PP_0618	Branched-chain amino acid ABC transporter, permease protein	AAN66244.1	24982007	Q88Q77	Q88Q77_PSEPK
G18UU-17891-MONOMER	PP_0617	PP_0617	Branched-chain amino acid ABC transporter, permease protein	AAN66243.1	24982006	Q88Q78	Q88Q78_PSEPK
G18UU-17890-MONOMER	PP_0616	PP_0616	Branched-chain amino acid ABC transporter, ATP binding protein	AAN66242.1	24982005	Q88Q79	Q88Q79_PSEPK
G18UU-17889-MONOMER	PP_0615	PP_0615	Branched-chain amino acid ABC transporter, ATP-binding protein	AAN66241.1	24982004	Q88Q80	Q88Q80_PSEPK
G18UU-17811-MONOMER	PP_0544	PP_0544	Ethanolamine transporter	AAN66171.1	24981926	Q88QF0	Q88QF0_PSEPK
G18UU-17763-MONOMER	PP_0496	PP_0496	Sodium/alanine symporter	AAN66125.1	24981877	Q88QJ5	Q88QJ5_PSEPK
G18UU-17669-MONOMER	PP_0414	PP_0414	Polyamine ABC transporter, permease protein	AAN66044.1	24981788	Q88QS4	Q88QS4_PSEPK
G18UU-17668-MONOMER	PP_0413	PP_0413	Polyamine ABC transporter, permease protein	AAN66043.1	24981787	Q88QS5	Q88QS5_PSEPK
G18UU-17667-MONOMER	PP_0412	PP_0412	Polyamine ABC transporter, periplasmic polyamine-binding protein	AAN66042.1	24981786	Q88QS6	Q88QS6_PSEPK
G18UU-17666-MONOMER	PP_0411	PP_0411	Polyamine ABC transporter, ATP-binding protein	AAN66041.1	24981785	Q88QS7	Q88QS7_PSEPK
G18UU-17655-MONOMER	PP_0400	apaG	CO2+/MG2+ efflux protein	AAN66031.1	24981774	Q88QT7	APAG_PSEPK
G18UU-17554-MONOMER	PP_0304	caiX	Carnitine uptake ABC transporter, periplasmic component	AAN65935.2	1001555553	Q88R30	Q88R30_PSEPK
G18UU-17537-MONOMER	PP_0288	PP_0288	putative Oxalate/formate antiporter	AAN65919.1	24981650	Q88R46	Q88R46_PSEPK
G18UU-17530-MONOMER	PP_0284	gabP-I	gamma-aminobutyrate permease	AAN65915.1	24981645	Q88R50	Q88R50_PSEPK
G18UU-17528-MONOMER	PP_0283	aotP	Arginine/ornithine transport ATP-binding protein AotP	AAN65914.1	24981644	Q88R51	Q88R51_PSEPK
G18UU-17526-MONOMER	PP_0281	PP_0281	Amino acid ABC transporter, permease protein	AAN65912.1	24981642	Q88R53	Q88R53_PSEPK
G18UU-17525-MONOMER	PP_0280	PP_0280	Amino acid ABC transporter, permease protein	AAN65911.1	24981641	Q88R54	Q88R54_PSEPK
G18UU-17481-MONOMER	PP_0240	ssuB	Aliphatic sulfonates import ATP-binding protein SsuB	AAN65872.1	24981598	Q88R93	SSUB_PSEPK
G18UU-17480-MONOMER	PP_0239	ssuC	aliphatic sulfonate ABC transporter - permease subunit / transport of isethionate	AAN65871.1	24981597	Q88R94	Q88R94_PSEPK
G18UU-17478-MONOMER	PP_0237	ssuA	aliphatic sulfonate ABC transporter - periplasmic binding protein / transport of isethionate	AAN65869.1	24981595	Q88R96	Q88R96_PSEPK
G18UU-17470-MONOMER	PP_0229	betT-II	choline/carnitine/betaine transporter	AAN65861.2	1001555545	Q88RA4	Q88RA4_PSEPK
G18UU-17462-MONOMER	PP_0221	PP_0221	methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein)	AAN65853.1	24981577	Q88RB2	Q88RB2_PSEPK
G18UU-17461-MONOMER	PP_0220	metNB	methionine import ATP-binding protein metN2	AAN65852.1	24981576	Q88RB3	METN2_PSEPK
G18UU-17460-MONOMER	PP_0219	metP	L,D-methionine D-methionine ABC transporter - permease subunit	AAN65851.1	24981575	Q88RB4	Q88RB4_PSEPK
G18UU-17448-MONOMER	PP_0208	PP_0208	putative Nitrate ABC transporter, permease protein	AAN65841.1	24981564	Q88RC4	Q88RC4_PSEPK
G18UU-17447-MONOMER	PP_0207	PP_0207	putative Nitrate ABC transporter, periplasmic nitrate-binding protein	AAN65840.1	24981563	Q88RC5	Q88RC5_PSEPK
G18UU-17374-MONOMER	PP_0147	citN	Citrate transporter	AAN65781.1	24981496	Q88RI2	Q88RI2_PSEPK
G18UU-17372-MONOMER	PP_0145	yjbB	Na+/Pi-cotransporter	AAN65779.1	24981494	Q88RI4	Q88RI4_PSEPK
G18UU-17364-MONOMER	PP_0137	gltP	glutamate/aspartate-proton DAACS transporter	AAN65771.1	24981485	Q88RJ2	Q88RJ2_PSEPK
G18UU-17345-MONOMER	PP_0120	PP_0120	putative zinc ABC transporter	AAN65754.1	24981466	Q88RK9	Q88RK9_PSEPK
G18UU-17343-MONOMER	PP_0118	znuC	zinc import ATP-binding protein	AAN65752.1	24981464	Q88RL1	ZNUC_PSEPK
G18UU-17342-MONOMER	PP_0117	znuB	Zn(2+) ABC transporter - permease subunit	AAN65751.1	24981463	Q88RL2	Q88RL2_PSEPK
G18UU-17339-MONOMER	PP_0114	metN	methionine ABC transporter ATP-binding protein	AAN65748.1	24981459	Q88RL5	METN1_PSEPK
G18UU-17338-MONOMER	PP_0113	metI	methionine ABC transporter, permease protein	AAN65747.1	24981458	Q88RL6	Q88RL6_PSEPK
G18UU-17337-MONOMER	PP_0112	metQ	methionine ABC transporter, periplasmic binding protein	AAN65746.1	24981457	Q88RL7	Q88RL7_PSEPK
G18UU-17325-MONOMER	PP_0101	PP_0101	putative sulfate transporter	AAN65735.1	24981445	Q88RM8	Q88RM8_PSEPK
G18UU-17300-MONOMER	PP_0075	PP_0075	putative choline sulfate transporter	AAN65709.1	24981417	Q88RQ4	Q88RQ4_PSEPK
G18UU-17264-MONOMER	PP_0043	czcA-I	cation efflux system protein	AAN65677.1	24981382	Q88RT6	Q88RT6_PSEPK
G18UU-17247-MONOMER	PP_0026	PP_0026	putative cobalt/cadmium/zinc exporter	AAN65660.1	24981364	Q88RV3	Q88RV3_PSEPK
G18UU-22926-MONOMER	PP_5391	PP_5391	conserved hypothetical protein	AAN70956.1	24987206	Q88BZ2	Q88BZ2_PSEPK
G18UU-22925-MONOMER	PP_5390	PP_5390	conserved hypothetical protein	AAN70955.1	24987205	Q88BZ3	Q88BZ3_PSEPK
G18UU-22924-MONOMER	PP_5389	PP_5389	conserved hypothetical protein	AAN70954.1	24987204	Q88BZ4	Q88BZ4_PSEPK
G18UU-22923-MONOMER	PP_5735	PP_5735	conserved hypothetical protein	AMM03072.1	1001556078	A0A140FWT9	A0A140FWT9_PSEPK
G18UU-22922-MONOMER	PP_5734	PP_5734	conserved hypothetical protein	AMM03071.1	1001556077	A0A140FWT8	A0A140FWT8_PSEPK
G18UU-22913-MONOMER	PP_5381	PP_5381	hypothetical protein	AAN70946.1	24987195	Q88C02	Q88C02_PSEPK
G18UU-22908-MONOMER	PP_5377	PP_5377	conserved hypothetical protein	AAN70942.1	24987191	Q88C06	Q88C06_PSEPK
G18UU-22693-MONOMER	PP_5172	PP_5172	hypothetical protein	AAN70737.1	24986965	Q88CK8	Q88CK8_PSEPK
G18UU-22688-MONOMER	PP_5167	PP_5167	conserved hypothetical protein	AAN70732.1	24986959	Q88CL3	Q88CL3_PSEPK
G18UU-22623-MONOMER	PP_5102	PP_5102	conserved hypothetical protein	AAN70667.1	24986888	Q88CS8	Q88CS8_PSEPK
G18UU-21362-MONOMER	PP_3900	PP_3900	hypothetical protein	AAN69494.1	24985589	Q88G26	Q88G26_PSEPK
G18UU-21201-MONOMER	PP_3748	glcG	conserved hypothetical protein	AAN69343.1	24985425	Q88GH5	Q88GH5_PSEPK
G18UU-19111-MONOMER	PP_1794	PP_1794	conserved hypothetical protein	AAN67414.1	24983293	Q88LY2	Q88LY2_PSEPK
G18UU-18611-MONOMER	PP_1310	PP_1310	conserved hypothetical protein	AAN66934.1	24982767	Q88NA2	Q88NA2_PSEPK
G18UU-18485-MONOMER	PP_1189	PP_1189	conserved hypothetical protein	AAN66813.1	24982634	Q88NL8	Q88NL8_PSEPK
G18UU-18121-MONOMER	PP_0831	PP_0831	hypothetical protein	AAN66456.2	1001555602	Q88PL9	Q88PL9_PSEPK
G18UU-17798-MONOMER	PP_0531	PP_0531	hypothetical protein	AAN66158.2	1001555569	Q88QG3	Q88QG3_PSEPK
G18UU-17778-MONOMER	PP_0512	PP_0512	hypothetical protein	AAN66139.2	1001555567	Q88QI1	Q88QI1_PSEPK
G18UU-17581-MONOMER	PP_0330	PP_0330	hypothetical protein	AAN65961.2	1001555556	Q88R04	Q88R04_PSEPK
G18UU-17380-MONOMER	PP_0153	PP_0153	hypothetical protein	AAN65787.1	24981502	Q88RH6	Q88RH6_PSEPK
G18UU-17261-MONOMER	PP_0040	PP_0040	hypothetical protein	AAN65674.1	24981379	Q88RT9	Q88RT9_PSEPK
G18UU-17260-MONOMER	PP_0039	PP_0039	hypothetical protein	AAN65673.1	24981378	Q88RU0	Q88RU0_PSEPK
G18UU-17254-MONOMER	PP_0032	PP_0032	conserved hypothetical protein	AAN65666.1	24981370	Q88RU7	Q88RU7_PSEPK
G18UU-17253-MONOMER	PP_0031	PP_0031	hypothetical protein	AAN65665.1	24981369	Q88RU8	Q88RU8_PSEPK
G18UU-17250-MONOMER	PP_5422	PP_5422	hypothetical protein	AMM02749.1	1001555522	A0A140FVW6	A0A140FVW6_PSEPK
G18UU-17249-MONOMER	PP_0028	PP_0028	conserved hypothetical protein	AAN65662.1	24981366	Q88RV1	Q88RV1_PSEPK
G18UU-17246-MONOMER	PP_0025	PP_0025	hypothetical protein	AAN65659.1	24981362	Q88RV4	Q88RV4_PSEPK
G18UU-17244-MONOMER	PP_0023	PP_0023	conserved hypothetical protein	AAN65657.1	24981360	Q88RV6	Q88RV6_PSEPK
G18UU-17243-MONOMER	PP_0022	PP_0022	hypothetical protein	AAN65656.2	1001555521	Q88RV7	Q88RV7_PSEPK
G18UU-17242-MONOMER	PP_0021	PP_0021	conserved hypothetical protein	AAN65655.1	24981358	Q88RV8	Q88RV8_PSEPK
G18UU-17241-MONOMER	PP_0020	PP_0020	hypothetical protein	AAN65654.1	24981357	Q88RV9	Q88RV9_PSEPK
G18UU-17240-MONOMER	PP_0019	PP_0019	hypothetical protein	AAN65653.1	24981356	Q88RW0	Q88RW0_PSEPK
G18UU-17239-MONOMER	PP_0018	PP_0018	conserved hypothetical protein	AAN65652.1	24981355	Q88RW1	Q88RW1_PSEPK
G18UU-17237-MONOMER	PP_0016	PP_0016	conserved hypothetical protein	AAN65650.1	24981353	Q88RW3	Q88RW3_PSEPK
G18UU-17227-MONOMER	PP_0007	yidD	conserved hypothetical protein	AAN65641.1	24981342	P0A179	YIDD_PSEPK
G18UU-22960-MONOMER	PP_5420	atpI	ATP synthase protein I	AAN70984.1	24987238	P0A103	ATPZ_PSEPK
G18UU-22959-MONOMER	PP_5419	atpB	ATP synthase subunit a	AAN70983.1	24987237	Q88BW8	ATP6_PSEPK
G18UU-22958-MONOMER	PP_5418	atpE	ATP synthase subunit c	AAN70982.1	24987235	Q88BW9	ATPL_PSEPK
G18UU-22957-MONOMER	PP_5417	atpF	ATP synthase subunit b	AAN70981.1	24987234	Q88BX0	ATPF_PSEPK
G18UU-22956-MONOMER	PP_5416	atpH	ATP synthase subunit delta	AAN70980.1	24987233	Q88BX1	ATPD_PSEPK
G18UU-22955-MONOMER	PP_5415	atpA	ATP synthase subunit alpha	AAN70979.1	24987232	Q88BX2	ATPA_PSEPK
G18UU-22954-MONOMER	PP_5414	atpG	ATP synthase gamma chain	AAN70978.1	24987231	Q88BX3	ATPG_PSEPK
G18UU-22953-MONOMER	PP_5413	atpD	ATP synthase subunit beta	AAN70977.1	24987230	Q88BX4	ATPB_PSEPK
G18UU-22952-MONOMER	PP_5412	atpC	ATP synthase epsilon chain	AAN70976.1	24987229	Q88BX5	ATPE_PSEPK
G18UU-22951-MONOMER	PP_5411	glmU	N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	AAN70975.1	24987228	Q88BX6	GLMU_PSEPK
G18UU-22950-MONOMER	PP_5410	PP_5410	Transcriptional regulator, DeoR family	AAN70974.1	24987227	Q88BX7	Q88BX7_PSEPK
G18UU-22949-MONOMER	PP_5409	glmS	L-glutamine/D-fructose-6-phosphate aminotransferase	AAN70973.1	24987226	Q88BX8	GLMS_PSEPK
G18UU-22948-MONOMER	PP_5408	PP_5408	conserved protein of unknown function	AAN70972.1	24987225	Q88BX9	Q88BX9_PSEPK
G18UU-22947-MONOMER	PP_5407	PP_5407	Transposition protein, TnsD-related protein	AAN70971.1	24987223	Q88BY0	Q88BY0_PSEPK
G18UU-22946-MONOMER	PP_5406	PP_5406	transposase	AAN70970.1	24987222	Q88BY1	Q88BY1_PSEPK
G18UU-22945-MONOMER	PP_5405	PP_5405	transposase	AAN70969.1	24987221	Q88BY2	Q88BY2_PSEPK
G18UU-22944-MONOMER	PP_5404	PP_5404	Transposition protein, TnsC-related protein	AAN70968.1	24987220	Q88BY3	Q88BY3_PSEPK
G18UU-22943-MONOMER	PP_5403	PP_5403	conserved protein of unknown function	AAN70967.1	24987219	Q88BY4	Q88BY4_PSEPK
G18UU-22942-MONOMER	PP_5741	PP_5741	conserved protein of unknown function	AMM03077.1	1001556084	A0A140FWU4	A0A140FWU4_PSEPK
G18UU-22941-MONOMER	PP_5740	PP_5740	protein of unknown function	AMM03076.1	1001556083	A0A140FWU3	A0A140FWU3_PSEPK
G18UU-22940-MONOMER	PP_5402	PP_5402	deacetylase of acetyl-CoA synthetase, NAD-dependent	AAN70966.1	24987218	Q88BY5	NPD_PSEPK
G18UU-22939-MONOMER	PP_5739	PP_5739	protein of unknown function	AMM03075.1	1001556082	A0A140FWU2	A0A140FWU2_PSEPK
G18UU-22938-MONOMER	PP_5401	PP_5401	conserved protein of unknown function	AAN70965.1	24987216	Q88BY6	Q88BY6_PSEPK
G18UU-22937-MONOMER	PP_5400	PP_5400	conserved protein of unknown function	AAN70964.1	24987215	Q88BY7	Q88BY7_PSEPK
G18UU-22936-MONOMER	PP_5399	PP_5399	conserved protein of unknown function	AAN70963.1	24987214	Q88BY8	Q88BY8_PSEPK
G18UU-22935-MONOMER	PP_5398	PP_5398	transposase	AAN70962.1	24987213	Q877P1	Q877P1_PSEPK
G18UU-22934-MONOMER	PP_5397	PP_5397	transposase	AAN70961.1	24987212	Q877N3	Q877N3_PSEPK
G18UU-22933-MONOMER	PP_5396	PP_5396	transposase	AAN70960.1	24987211	Q877J6	Q877J6_PSEPK
G18UU-22932-MONOMER	PP_5738	PP_5738	conserved protein of unknown function	AMM03074.1	1001556081	A0A140FWU1	A0A140FWU1_PSEPK
G18UU-22931-MONOMER	PP_5737	PP_5737	conserved protein of unknown function	AMM03073.1	1001556080	A0A140FWU0	A0A140FWU0_PSEPK
G18UU-22930-MONOMER	PP_5395	PP_5395	conserved protein of unknown function	AAN70959.1	24987210	Q88BY9	Q88BY9_PSEPK
G18UU-22928-MONOMER	PP_5393	PP_5393	putative metal-binding chaperone	AAN70958.1	24987209	Q88BZ0	Q88BZ0_PSEPK
G18UU-22927-MONOMER	PP_5392	PP_5392	conserved hypothetical protein containing WD40/YVTN repeat domain	AAN70957.2	1001556079	Q88BZ1	Q88BZ1_PSEPK
G18UU-22921-MONOMER	PP_5388	cusF	probable exported copper efflux protein	AAN70953.1	24987203	Q88BZ5	Q88BZ5_PSEPK
G18UU-22918-MONOMER	PP_5385	czcC	metal RND efflux outer membrane protein, CzcC family	AAN70950.1	24987200	Q88BZ8	Q88BZ8_PSEPK
G18UU-22917-MONOMER	PP_5733	PP_5733	putative metal-binding protein	AMM03070.1	1001556076	A0A140FWT7	A0A140FWT7_PSEPK
G18UU-22916-MONOMER	PP_5384	copS	copper sensor protein	AAN70949.1	24987199	Q88BZ9	Q88BZ9_PSEPK
G18UU-22915-MONOMER	PP_5383	copR-II	transcriptional activator protein	AAN70948.1	24987198	Q88C00	Q88C00_PSEPK
G18UU-22914-MONOMER	PP_5382	PP_5382	putative exported protein	AAN70947.1	24987196	Q88C01	Q88C01_PSEPK
G18UU-22912-MONOMER	PP_5380	copA-II	copper resistance protein A	AAN70945.1	24987194	Q88C03	Q88C03_PSEPK
G18UU-22911-MONOMER	PP_5732	PP_5732	putative metal-binding protein	AMM03069.1	1001556075	A0A140FWT6	A0A140FWT6_PSEPK
G18UU-22910-MONOMER	PP_5379	copB-II	copper resistance protein B	AAN70944.2	1001556074	Q88C04	Q88C04_PSEPK
G18UU-22909-MONOMER	PP_5378	PP_5378	putative metal-binding protein	AAN70943.1	24987192	Q88C05	Q88C05_PSEPK
G18UU-22907-MONOMER	PP_5376	PP_5376	conserved exported protein of unknown function	AAN70941.1	24987190	Q88C07	Q88C07_PSEPK
G18UU-22906-MONOMER	PP_5375	PP_5375	Transcriptional regulator, LysR family	AAN70940.1	24987189	Q88C08	Q88C08_PSEPK
G18UU-22904-MONOMER	PP_5373	PP_5373	Rieske 2Fe-2S family protein	AAN70938.1	24987186	Q88C10	Q88C10_PSEPK
G18UU-22903-MONOMER	PP_5372	PP_5372	Aldehyde dehydrogenase	AAN70937.1	24987185	Q88C11	Q88C11_PSEPK
G18UU-22902-MONOMER	PP_5371	PP_5371	Rubredoxin/rubredoxin reductase	AAN70936.1	24987184	Q88C12	Q88C12_PSEPK
G18UU-22901-MONOMER	PP_5370	PP_5370	Oxidoreductase-related protein	AAN70935.1	24987183	Q88C13	Q88C13_PSEPK
G18UU-22900-MONOMER	PP_5368	PP_5368	Major facilitator family transporter	AAN70933.1	24987181	Q88C15	Q88C15_PSEPK
G18UU-22899-MONOMER	PP_5367	PP_5367	Transketolase domain protein	AAN70932.1	24987180	Q88C16	Q88C16_PSEPK
G18UU-22898-MONOMER	PP_5366	lpd	dihydrolipoyl dehydrogenase	AAN70931.1	24987179	Q88C17	Q88C17_PSEPK
G18UU-22897-MONOMER	PP_5365	PP_5365	putative fatty acid methyltransferase	AAN70930.1	24987178	Q88C18	Q88C18_PSEPK
G18UU-22896-MONOMER	PP_5364	clsA	Cardiolipin synthase 1	AAN70929.1	24987176	Q88C19	CLSA_PSEPK
G18UU-22895-MONOMER	PP_5363	PP_5363	conserved exported protein of unknown function	AAN70928.1	24987175	Q88C20	Q88C20_PSEPK
G18UU-22894-MONOMER	PP_5362	PP_5362	conserved exported protein of unknown function	AAN70927.1	24987174	Q88C21	Q88C21_PSEPK
G18UU-22893-MONOMER	PP_5361	PP_5361	47 kDa protein	AAN70926.1	24987173	Q88C22	Q88C22_PSEPK
G18UU-22892-MONOMER	PP_5360	PP_5360	conserved protein of unknown function	AAN70925.1	24987172	Q88C23	Q88C23_PSEPK
G18UU-22891-MONOMER	PP_5359	PP_5359	CobW/P47K family protein	AAN70924.1	24987171	Q88C24	Q88C24_PSEPK
G18UU-22890-MONOMER	PP_5358	PP_5358	conserved protein of unknown function	AAN70923.1	24987170	Q88C25	Q88C25_PSEPK
G18UU-22889-MONOMER	PP_5357	pdxY	Pyridoxamine kinase	AAN70922.1	24987169	Q88C26	PDXY_PSEPK
